id,title,content,URL,title_translation,content_translation
11,"Oríl??èdè Nàìjíríà gba ìrànw?? ab??r?? àj?sára 10,000 fún ìtójú àrùn mpox",Oril?ede Am?rika ti fun Naijiria ni ?gb?run m?waa ab?r? Jynneos fun it?ju arun mpox.,https://www.bbc.com/yoruba/articles/c07ex973r2jo,"Nigeria receives 10,000 vaccine doses for the treatment of Mpox""",The United States gave Nigeria ten thousand doses of the Jynneos vaccine to combat Mpox.
12,"Oríl??èdè Nàìjíríà gba ìrànw?? ab??r?? àj?sára 10,000 fún ìtójú àrùn mpox",Ni ?j? I??gun ?j? k?tadinl?gb?n o?u K?j? yii ni Am?rika fi ab?r? naa ?e iranw? fun Naijiria lati le gbogun ti arun naa.,https://www.bbc.com/yoruba/articles/c07ex973r2jo,"Nigeria receives 10,000 vaccine doses for the treatment of Mpox""","On Tuesday, August 29, the U.S. donated the vaccines to Nigeria to help fight the disease."
13,"Oríl??èdè Nàìjíríà gba ìrànw?? ab??r?? àj?sára 10,000 fún ìtójú àrùn mpox",Ab?r? ?hun eyi ti aj? to n ?akoso oogun lilo ati ounj? l’Am?rika font? lu ni o wa fun idena arun igbonna ati mpox fun aw?n agbalagba ti ?j? ori w?n ti to ?dun mejidinlogun l? soke.,https://www.bbc.com/yoruba/articles/c07ex973r2jo,"Nigeria receives 10,000 vaccine doses for the treatment of Mpox""","The vaccine, which was approved by the U.S. Food and Drug Administration (FDA), is meant to prevent both smallpox and Mpox in adults aged 18 and above."
14,"Oríl??èdè Nàìjíríà gba ìrànw?? ab??r?? àj?sára 10,000 fún ìtójú àrùn mpox","Nigba ti o t?w? gba ab?r? naa niluu Abuja l?j? I??gun, Minisita eto ilera, ?j?gb?n Muhammad Pate, gbo?uba fun ij?ba oril?ede Am?rika fun it?r? aanu ti w?n ?e.",https://www.bbc.com/yoruba/articles/c07ex973r2jo,"Nigeria receives 10,000 vaccine doses for the treatment of Mpox""","While receiving the vaccine in Abuja on Tuesday, the Minister of Health, Professor Muhammad Pate, thanked the U.S. government for their generous donation."
15,"Oríl??èdè Nàìjíríà gba ìrànw?? ab??r?? àj?sára 10,000 fún ìtójú àrùn mpox","?j?gb?n Pate ti ak?we agba ilee?? ij?ba eto ilera, ?gb?ni Daju Kachollom, ?oju nibi eto naa s? pe ij?ba apap? ko ni kaar? lori ati j? ki eto ilera to peye wa fun araalu.",https://www.bbc.com/yoruba/articles/c07ex973r2jo,"Nigeria receives 10,000 vaccine doses for the treatment of Mpox""","Represented at the event by the Permanent Secretary of the Ministry of Health, Mr. Daju Kachollom, Professor Pate said that the federal government remains committed to ensuring quality healthcare for citizens."
16,"Oríl??èdè Nàìjíríà gba ìrànw?? ab??r?? àj?sára 10,000 fún ìtójú àrùn mpox",Minisita eto ilera fikun ?r? r? pe gbogbo eto ti ij?ba to wa lode n ?e lo da lori ?na ati pese eto ilera to peye faw?n ?m? Naijiria.,https://www.bbc.com/yoruba/articles/c07ex973r2jo,"Nigeria receives 10,000 vaccine doses for the treatment of Mpox""",The Health Minister added that all of the government’s ongoing programs are focused on providing adequate healthcare for Nigerians.
17,"Oríl??èdè Nàìjíríà gba ìrànw?? ab??r?? àj?sára 10,000 fún ìtójú àrùn mpox","?j?gb?n Pate ko ?ai ki aw?n alaba?i??p? bi aw?n aj? USAID, WHO, UNICEF, PEPFAR ataw?n aj? mii fun atil?yin w?n ni gbogbo igba.",https://www.bbc.com/yoruba/articles/c07ex973r2jo,"Nigeria receives 10,000 vaccine doses for the treatment of Mpox""","Professor Pate also acknowledged partners such as USAID, WHO, UNICEF, PEPFAR, and others for their continuous support."
18,"Oríl??èdè Nàìjíríà gba ìrànw?? ab??r?? àj?sára 10,000 fún ìtójú àrùn mpox",Arun mpox lo ti tan kal? papaa jul? law?n igberiko laarin gbungbun Afirika ati ?kun Guusu Afirika bakan naa.,https://www.bbc.com/yoruba/articles/c07ex973r2jo,"Nigeria receives 10,000 vaccine doses for the treatment of Mpox""","Mpox has spread, particularly in rural communities in Central and Southern Africa."
19,"Oríl??èdè Nàìjíríà gba ìrànw?? ab??r?? àj?sára 10,000 fún ìtójú àrùn mpox",Aj? NCDC to n gbogun ti ajakal? arun ni Najiria ti kede pe o ti to ogoji eeyan to ti lugbadi arun naa ni Naijiria bayii.,https://www.bbc.com/yoruba/articles/c07ex973r2jo,"Nigeria receives 10,000 vaccine doses for Mpox response","The NCDC, which is fighting the outbreak in Nigeria, announced that about forty people have now contracted the disease in Nigeria."
20,Kí ló fàá tí Mpox ? tàn káàkiri ìlà-oòrùn àti àárín gbùngbùn Áfríkà?,"Aw?n agbegbe kan ti wa lara aw?n ibi ti w?n ?apejuwe g?g? bii aw?n ibi to lewu pup?, ti w?n si gbe igbes? lati pese aabo fun aw?n eeyan to wa ni agbegbe naa.",https://www.bbc.com/yoruba/articles/cvgeez9d5w0o,Why is Mpox spreading across East and Central Africa?,"Some areas have been described as very dangerous places, and steps have been taken to provide protection for people living there."
21,Kí ló fàá tí Mpox ? tàn káàkiri ìlà-oòrùn àti àárín gbùngbùn Áfríkà?,"Oril?ede Uganda ti fidi i??l? aarun meji to j? ti Mpox mul?, to si darap? m? Kenya, Rwanda, ati Burundi to j? oril?ede ti aarun  yii ti n ja ni Ila-oorun Afirika.",https://www.bbc.com/yoruba/articles/cvgeez9d5w0o,Why is Mpox spreading across East and Central Africa?,"Uganda has confirmed two Mpox cases, joining Kenya, Rwanda, and Burundi as countries where the disease is present in East Africa."
22,Kí ló fàá tí Mpox ? tàn káàkiri ìlà-oòrùn àti àárín gbùngbùn Áfríkà?,"G?g? bi Afrika CDC ?e ?alaye, iye i??l? aarun Mpox ti lekun si, ti ?p? eeyan si ti padanu ?mi w?n ju ti ?dun to k?ja.",https://www.bbc.com/yoruba/articles/cvgeez9d5w0o,Why is Mpox spreading across East and Central Africa?,"As Africa CDC explained, Mpox case numbers have increased, and many more people have died compared with last year."
23,Kí ló fàá tí Mpox ? tàn káàkiri ìlà-oòrùn àti àárín gbùngbùn Áfríkà?,Aj? Afirika CDC ti f?w?si owo to to $10.4m lati inu owo Covid ti w?n ya s?t? lati ?e atil?yin fun CDC Afirika lati fi koju aarun Mpox kaakiri il? adulaw?.,https://www.bbc.com/yoruba/articles/cvgeez9d5w0o,Why is Mpox spreading across East and Central Africa?,Africa CDC has approved about $10.4m from COVID funds to support Africa CDC's response to Mpox across the continent.
24,Kí ló fàá tí Mpox ? tàn káàkiri ìlà-oòrùn àti àárín gbùngbùn Áfríkà?,"Ni ?dun yii nikan, o le ni eeyan 8,000 to ti lugbadi aarun naa, ti eeyan 300 si padanu ?mi w?n.",https://www.bbc.com/yoruba/articles/cvgeez9d5w0o,Why is Mpox spreading across East and Central Africa?,"This year alone, as many as 8,000 people may have contracted the disease, and 300 have died."
25,Kí ló fàá tí Mpox ? tàn káàkiri ìlà-oòrùn àti àárín gbùngbùn Áfríkà?,"Dokita Fiona Braka, Olu?akoso idahun Pajawiri ti ajo ilera agbaye ni Congo Brazzaville, s? pe “oril?ede m?kanla ni iroyin ti gbe sita pe w?n ti lugbadi aarun naa  lati ib?r? ?dun 2024.” “A n ri itankal? nla l?w? yii ni DRC ti o j? ida 96% ninu gbogbo aw?n aarun ti a ti rii.” Meji ninu aw?n aarun naa to j? eyi to ni agbara ni w?n s?s? ri laip? yii ni Rwanda ati CAR, l?yin ?j? di? ti Burundi tun kede nipa aw?n aarun ?hun.",https://www.bbc.com/yoruba/articles/cvgeez9d5w0o,Why is Mpox spreading across East and Central Africa?,"Dr Fiona Braka, WHO Emergency Response Manager in Congo-Brazzaville, said 'eleven countries have reported infections since the start of 2024.' 'We are seeing a large surge in the DRC which accounts for 96% of all identified cases.' Two of the more serious recent cases were found in Rwanda and the CAR, a few days after Burundi also announced cases."
26,Kí ló fàá tí Mpox ? tàn káàkiri ìlà-oòrùn àti àárín gbùngbùn Áfríkà?,"Laip? yii naa, Kenya kede pe aarun naa ti de si ?d? oun.",https://www.bbc.com/yoruba/articles/cvgeez9d5w0o,Why is Mpox spreading across East and Central Africa?,"Recently, Kenya announced that the disease has reached the country."
27,Kí ló fàá tí Mpox ? tàn káàkiri ìlà-oòrùn àti àárín gbùngbùn Áfríkà?,"South Africa naa kede pe aarun naa ti de si ?d? oun, ti eyan m?ta si ti padanu ?mi w?n.",https://www.bbc.com/yoruba/articles/cvgeez9d5w0o,Why is Mpox spreading across East and Central Africa?,South Africa also announced cases and three people have died.
28,Kí ló fàá tí Mpox ? tàn káàkiri ìlà-oòrùn àti àárín gbùngbùn Áfríkà?,Aw?n onim? nipa ilera s? pe aarun na w?np? laarin aw?n eeyan to n sis? ibalop?.,https://www.bbc.com/yoruba/articles/cvgeez9d5w0o,Why is Mpox spreading across East and Central Africa?,Health experts say the disease is spreading among people who have sexual contact.
29,Kí ló fàá tí Mpox ? tàn káàkiri ìlà-oòrùn àti àárín gbùngbùn Áfríkà?,"Mpox, ti a m? si igboona lo j? aarun to ni agbara lati fa ?p? ewu si aago ara ?m? eeyan.",https://www.bbc.com/yoruba/articles/cvgeez9d5w0o,Why is Mpox spreading across East and Central Africa?,"Mpox, also known as monkeypox, is a disease capable of causing serious harm to the human body."
30,Kí ló fàá tí Mpox ? tàn káàkiri ìlà-oòrùn àti àárín gbùngbùn Áfríkà?,"Aarun maa n mu aw?n aisan bii iba, ori fifo, ara riro dani.",https://www.bbc.com/yoruba/articles/cvgeez9d5w0o,Why is Mpox spreading across East and Central Africa?,"The disease commonly causes symptoms such as fever, severe headache and aching muscles and body pains."
31,Kí ló fàá tí Mpox ? tàn káàkiri ìlà-oòrùn àti àárín gbùngbùn Áfríkà?,Eeyan ko le ko aisan naa nipas? fifi ara kan ?ni to ni aisan naa lara g?g? bi aw?n amoye se ?alaye.,https://www.bbc.com/yoruba/articles/cvgeez9d5w0o,Why is Mpox spreading across East and Central Africa?,Experts say people do not catch the disease simply by brief physical contact with an infected person.
32,Kí ló fàá tí Mpox ? tàn káàkiri ìlà-oòrùn àti àárín gbùngbùn Áfríkà?,"Leandre Murhula Masirika, olu?akoso iwadii MPox ni DRC, s? pe ?i?e ay?wo ni ?nu ibode  j? ?kan ninu ?na lati to koju aarun naa.",https://www.bbc.com/yoruba/articles/cvgeez9d5w0o,Why is Mpox spreading across East and Central Africa?,"Leandre Murhula Masirika, head of Mpox research in the DRC, said testing at border posts is one way to tackle the disease."
33,Kí ló fàá tí Mpox ? tàn káàkiri ìlà-oòrùn àti àárín gbùngbùn Áfríkà?,Alakoso iwadii s? pe ilanil?y? nipa aarun naa ati pipese idanil?k? le dena itankal? r?.,https://www.bbc.com/yoruba/articles/cvgeez9d5w0o,Why is Mpox spreading across East and Central Africa?,"""The research head said public awareness about the disease and providing training can prevent its spread."
34,Kí ló fàá tí Mpox ? tàn káàkiri ìlà-oòrùn àti àárín gbùngbùn Áfríkà?,Aw?n alaboyun ati ?m?de ti aarun yii n koju si jul?.,https://www.bbc.com/yoruba/articles/cvgeez9d5w0o,Why is Mpox spreading across East and Central Africa?,Pregnant women and children are among those most at risk from this disease.
35,Kí ló fàá tí Mpox ? tàn káàkiri ìlà-oòrùn àti àárín gbùngbùn Áfríkà?,"Ni DRC, ?p?l?p? aw?n ?m?de, p?lu aw?n ?m? tuntun, ni w?n ti ko aarun naa, ti aw?n alaboyun kan si ti padanu ?mi w?n.",https://www.bbc.com/yoruba/articles/cvgeez9d5w0o,Why is Mpox spreading across East and Central Africa?,"In the DRC, many children, including newborns, have contracted the disease, and some pregnant women have died."
36,WHO w? Nàìjíríà yán kàn-kàn lára àw?n oríl??èdè tí kò l??t???? sí ab??r?? àj?sára Covid-19,Naijaria ati aw?n orileede m?j? miran ni iroyin k?k? gba ori ayelujara kan pe igbim? COVAX ti aj? ilera agbaye WHO gbe kal? s? pe ko ni lanfaani lati ri ab?r? aj?sara Covid-19 gba.,https://www.bbc.com/yoruba/55964284,WHO names Nigeria among countries not eligible for COVID-19 vaccine,Nigeria and eight other countries initially received an online notice that the COVAX facility would not provide them with COVID-19 vaccine doses.
37,WHO w? Nàìjíríà yán kàn-kàn lára àw?n oríl??èdè tí kò l??t???? sí ab??r?? àj?sára Covid-19,Idi ti a gb? ko ju pe w?n ko ni ipese aw?n aaye irins? ti yoo mu ki aw?n ab?r? aj?sara yi maa tutu ?aaju igba ti w?n yoo fi lo w?n.,https://www.bbc.com/yoruba/55964284,WHO names Nigeria among countries not eligible for COVID-19 vaccine,The main reason given was that they lacked the cold-chain facilities required to store those vaccines before use.
38,WHO w? Nàìjíríà yán kàn-kàn lára àw?n oríl??èdè tí kò l??t???? sí ab??r?? àj?sára Covid-19,Lati ?dun to k?ja ni iroyin ti n jade peAb??r?? àj?sára Covid-19 yóò dé sí Nàìjíríà nínú o?ù kíní ?dún 2021 Aj? WHO ?agbat?ru gbigbe igbim? COVAX kal? lati pin ?g??r? bili?nu ab?r? aj?sara ?hun kaakiri aw?n oril?ede mejilelaad?run to ku di? kaato fun ni ti ?r? owona.,https://www.bbc.com/yoruba/55964284,WHO names Nigeria among countries not eligible for COVID-19 vaccine,Last year it was reported that COVID-19 vaccines would arrive in Nigeria in January 2021; WHO confirmed setting up the COVAX facility to distribute hundreds of millions of doses to remaining countries.
39,WHO w? Nàìjíríà yán kàn-kàn lára àw?n oríl??èdè tí kò l??t???? sí ab??r?? àj?sára Covid-19,O ni aj? WHO ni ifarajin lati ran gbogbo oril?ede Afirika l?w? ki w?n lee ri ab?r? naa gba.,https://www.bbc.com/yoruba/55964284,WHO names Nigeria among countries not eligible for COVID-19 vaccine,WHO said it is committed to helping all African countries to access vaccines.
40,WHO w? Nàìjíríà yán kàn-kàn lára àw?n oríl??èdè tí kò l??t???? sí ab??r?? àj?sára Covid-19,"Lasiko ti adari aj? naa l?kun Afrika,Dokita Matshidiso Moeti n ba aw?n ak?royin s?r? loju opo ayelujara ni iwe iroyin Naijiria Punch s? pe o fi ?r? yi lede.",https://www.bbc.com/yoruba/55964284,WHO names Nigeria among countries not eligible for COVID-19 vaccine,"While WHO Africa chief Dr Matshidiso Moeti spoke to journalists online, the Nigerian paper Punch reported she made this clear."
41,WHO w? Nàìjíríà yán kàn-kàn lára àw?n oríl??èdè tí kò l??t???? sí ab??r?? àj?sára Covid-19,"Lotit?, Dokita Moeti ni ninu aw?n orileede m?tala to k?we ran?? lati j? anfaani ab?r? yi, m?rin pere lati il? Afrika lo jaweolubori.",https://www.bbc.com/yoruba/55964284,WHO names Nigeria among countries not eligible for COVID-19 vaccine,"Dr Moeti said that of the 13 countries that wrote in to request vaccines, only four were from Africa."
42,WHO w? Nàìjíríà yán kàn-kàn lára àw?n oríl??èdè tí kò l??t???? sí ab??r?? àj?sára Covid-19,"Ninu alaye to ?e, Moeti ni aw?n ko le foju sil? ki ab?r? aj?sara yi ?ofo.",https://www.bbc.com/yoruba/55964284,WHO names Nigeria among countries not eligible for COVID-19 vaccine,"In her statement, Moeti said they cannot ignore that some places might be left without vaccine access."
43,WHO w? Nàìjíríà yán kàn-kàn lára àw?n oríl??èdè tí kò l??t???? sí ab??r?? àj?sára Covid-19,"O ni ""Nkan bi ?gb?run l?na ookolel??dunrun ab?r? aj?sara Pfizer-BioNTech ni w?n ti ya s?t? forileede Africa m?rin - Cape Verde, Rwanda, South Africa ati Tunisia.'' ''Ab?r? yi ti gba ont? fun lilo pajawiri ?ugb?n aw?n orileede yi gb?d? le fi aw?n ab?r? yi pam? saaye amu nkan tutu to kaju osuw?n minus 70 degrees Celsius'' Saaju asiko yi ti ?r? j?y? nipa aaye ti w?n yoo ko aw?n ab?r? aj?sara si, ij?ba Naijiria ni aaye wa taw?n yoo ko w?n si.",https://www.bbc.com/yoruba/55964284,WHO names Nigeria among countries not eligible for COVID-19 vaccine,"About 1,400 Pfizer-BioNTech doses were allocated to four African countries – Cape Verde, Rwanda, South Africa and Tunisia. The vaccine has emergency use approval but these countries must be able to store doses at ultracold temperatures (around -70°C). Prior to this, there was uncertainty about where doses would be sent; the Nigerian government said it has storage sites to receive them."
44,WHO w? Nàìjíríà yán kàn-kàn lára àw?n oríl??èdè tí kò l??t???? sí ab??r?? àj?sára Covid-19,"Adari aj? idagbasoke ilera alab?de Naijiria Dokita Faisal Shuaib g?g? bi Punch ti se s?, ni ko si oot? ninu iroyin to gbode pe Naijria ko laaye ti yoo ko ab?r? Covid-19 si.",https://www.bbc.com/yoruba/55964284,WHO names Nigeria among countries not eligible for COVID-19 vaccine,"Dr Faisal Shuaib, head of Nigeria's primary healthcare agency, told Punch that it is not true that Nigeria is not permitted to store COVID-19 vaccines."
45,WHO w? Nàìjíríà yán kàn-kàn lára àw?n oríl??èdè tí kò l??t???? sí ab??r?? àj?sára Covid-19,Ohun taw?n eeyan ro ni pe o y? ki Naijiria wa lara aw?n orileede i yoo lewaju lati le j? anfaani ab?r? aj?sara yi.,https://www.bbc.com/yoruba/55964284,WHO names Nigeria among countries not eligible for COVID-19 vaccine,People think Nigeria should be among the countries prioritized to benefit from the vaccine.
46,WHO w? Nàìjíríà yán kàn-kàn lára àw?n oríl??èdè tí kò l??t???? sí ab??r?? àj?sára Covid-19,"Lara aw?n orileede to wa nil? Afrika, Naijiria ni o ?e ipo k?fa lori akas? aw?n ti ?w?ja aarun yi ti peleke.",https://www.bbc.com/yoruba/55964284,WHO names Nigeria among countries not eligible for COVID-19 vaccine,"Among African countries, Nigeria ranks sixth in terms of disease burden."
47,WHO w? Nàìjíríà yán kàn-kàn lára àw?n oríl??èdè tí kò l??t???? sí ab??r?? àj?sára Covid-19,"Only South Africa, Morocco, Tunisia, Egypt and Ethiopia have higher infection rates than Nigeria.",https://www.bbc.com/yoruba/55964284,WHO names Nigeria among countries not eligible for COVID-19 vaccine,"Only South Africa, Morocco, Tunisia, Egypt and Ethiopia have higher infection rates than Nigeria."
48,WHO w? Nàìjíríà yán kàn-kàn lára àw?n oríl??èdè tí kò l??t???? sí ab??r?? àj?sára Covid-19,"But Morocco and Egypt have already independently obtained vaccines and begun distribution while South Africa, which has the highest burden of the disease in Africa, has already procured one million doses of the Oxford-AstraZeneca vaccine, produced in India but has yet to begin distribution.",https://www.bbc.com/yoruba/55964284,WHO names Nigeria among countries not eligible for COVID-19 vaccine,"But Morocco and Egypt have already procured vaccines independently and begun distribution, while South Africa has procured one million doses of the Oxford-AstraZeneca vaccine produced in India but had not yet begun distribution."
49,WHO w? Nàìjíríà yán kàn-kàn lára àw?n oríl??èdè tí kò l??t???? sí ab??r?? àj?sára Covid-19,"Nigeria has, however, received no COVID-19 vaccine even as its rate of infection has continued to surge.",https://www.bbc.com/yoruba/55964284,WHO names Nigeria among countries not eligible for COVID-19 vaccine,"Nigeria, however, has received no COVID-19 vaccine even as its infection rate continues to surge."
50,WHO w? Nàìjíríà yán kàn-kàn lára àw?n oríl??èdè tí kò l??t???? sí ab??r?? àj?sára Covid-19,"Unlike the other vaccines on the market, the BioNTech/Pfizer vaccine, which has the highest WHO rating, is expected to be stored at 70 degrees Celsius which Nigeria could not meet.",https://www.bbc.com/yoruba/55964284,WHO names Nigeria among countries not eligible for COVID-19 vaccine,"Unlike the Other Vaccines on The Market, The Bionch / Pfizer Who The Unlike other vaccines on the market, the Pfizer-BioNTech vaccine requires storage at around -70°C, which Nigeria could not meet."
51,AstraZeneca vaccine: Ìdí tí oríl??èdè Denmark àti Norway ?e w??gilé ab??r?? àj?sára Covid-19 tí Naijiria sì ? gbà rèé,Lara aw?n oril?-ede naa ni Denmark ati Norway.,https://www.bbc.com/yoruba/56369880,AstraZeneca vaccine: Why Denmark and Norway suspended it while Nigeria is taking it,Among those countries are Denmark and Norway.
52,AstraZeneca vaccine: Ìdí tí oríl??èdè Denmark àti Norway ?e w??gilé ab??r?? àj?sára Covid-19 tí Naijiria sì ? gbà rèé,"Ab?r? ?hun ti Oxford-AstraZeneca ?e ni w?n ko w?le si Naijiria lab? eto Covax, ninu eyii ti Aar? Muhammadu Buhari, igbakeji r?, Yemi Osibajo, ataw?n gomina ipinl? kan p?lu aw?n o?i?? w?n ti gba.",https://www.bbc.com/yoruba/56369880,AstraZeneca vaccine: Why Denmark and Norway suspended it while Nigeria is taking it,"The Oxford-AstraZeneca vaccine brought into Nigeria under COVAX has been taken by President Muhammadu Buhari, his deputy, some state governors and their staff."
53,AstraZeneca vaccine: Ìdí tí oríl??èdè Denmark àti Norway ?e w??gilé ab??r?? àj?sára Covid-19 tí Naijiria sì ? gbà rèé,"?aaju ni ilee?? iroyin Reuters ti k?k? jab? pe ?kunrin kan dero ?run l?yin to gba ab?r? ?hun ni Sicily, ni Italy.",https://www.bbc.com/yoruba/56369880,AstraZeneca vaccine: Why Denmark and Norway suspended it while Nigeria is taking it,"Earlier, Reuters reported that a man died after receiving the vaccine in Sicily, Italy."
54,AstraZeneca vaccine: Ìdí tí oríl??èdè Denmark àti Norway ?e w??gilé ab??r?? àj?sára Covid-19 tí Naijiria sì ? gbà rèé,?ugb?n ori?iri?i aj? eleto ilera kaakiri agbaye lo ti n s? pe ab?r? naa ko mu ewu kankan l?w?.,https://www.bbc.com/yoruba/56369880,AstraZeneca vaccine: Why Denmark and Norway suspended it while Nigeria is taking it,But various global health organizations have said the vaccine does not pose a danger.
55,AstraZeneca vaccine: Ìdí tí oríl??èdè Denmark àti Norway ?e w??gilé ab??r?? àj?sára Covid-19 tí Naijiria sì ? gbà rèé,"?w?, ij?ba oril?-ede Thailand ti sun akoko ti w?n yoo b?r? si n fun aw?n eeyan il? w?n lab?r? ?hun nitori aw?n iroyin to n jade nipa r?.",https://www.bbc.com/yoruba/56369880,AstraZeneca vaccine: Why Denmark and Norway suspended it while Nigeria is taking it,Thailand postponed the start of its vaccination rollout because of reports about the vaccine.
56,AstraZeneca vaccine: Ìdí tí oríl??èdè Denmark àti Norway ?e w??gilé ab??r?? àj?sára Covid-19 tí Naijiria sì ? gbà rèé,"Àw?n agbéb?n tún ti jí àw?n ak??k???? míì gbé ní iléèwé gíga kan ní Kaduna Bí àw?n adigunjalè ?e jí 'N600,000  nínú ??r? ATM WEMA l'Osun, t'àw?n ?l??pàá lé w?n w? inú igbó' Nígbà tí èmi náà rí fídíò Kashy tí ?nu r?? ? ???j?? ?áájú ?j?? tó kú, mo bèrè àw?n ìbéèrè kan - ??gb??n Barry Jhay ?é lóòt?? ni Alaafin ?y? ti f?? olorì tuntun láti ??yà Igbo?",https://www.bbc.com/yoruba/56369880,AstraZeneca vaccine: Why Denmark and Norway suspended it while Nigeria is taking it,"Also: kidnappers abducted students from a tertiary institution in Kaduna; robbers stole N600,000 from a Wema ATM in Osun and police pursued them into the bush; after seeing a video of Kashy bleeding before his death I asked questions — and about whether Alaafin of Oyo took a new wife from the Igbo community."
57,AstraZeneca vaccine: Ìdí tí oríl??èdè Denmark àti Norway ?e w??gilé ab??r?? àj?sára Covid-19 tí Naijiria sì ? gbà rèé,"? wo ?kan tí a m?? nípa r?? Olori ij?ba il? naa lo y? ko k?k? gba ab?r? ?hun loju gbogbo ara ilu l?j? ?ti, ?ugb?n o ti sun akoko gbigb r? siwaju.",https://www.bbc.com/yoruba/56369880,AstraZeneca vaccine: Why Denmark and Norway suspended it while Nigeria is taking it,"The country's first lady was expected to be the first to receive the vaccine publicly on Friday, but the date was postponed."
